3 0.001830 0
3 0.009018 0
3 0.023009 0
2 0.042693 0
3 0.067020 0
3 0.096223 0
3 0.130505 0
3 0.169435 0
3 0.212599 0
2 0.258990 0
3 0.307666 0
3 0.358958 0
3 0.413174 0
3 0.469980 0
2 0.528450 0
3 0.587718 0
2 0.647583 0
3 0.707860 0
3 0.768981 0
2 0.830742 0
3 0.892336 0
2 0.953626 0
2 1.013872 0
3 1.073000 0
3 1.132162 0
2 1.191210 0
3 1.249400 0
3 1.307257 0
2 1.364663 0
3 1.420900 0
3 1.476521 0
2 1.531431 0
3 1.584936 0
3 1.637612 0
3 1.689997 0
3 1.741982 0
3 1.793470 0
2 1.843758 0
3 1.892195 0
3 1.939402 0
3 1.985957 0
3 2.031790 0
3 2.076841 0
2 2.120442 0
3 2.161978 0
3 2.202098 0
2 2.240801 0
2 2.276871 0
3 2.310401 0
2 2.342092 0
3 2.371994 0
2 2.400157 0
3 2.426630 0
3 2.452076 0
2 2.476502 0
2 2.498700 0
2 2.518158 0
2 2.535017 0
2 2.549414 0
2 2.561483 0
2 2.571353 0
2 2.579153 0
2 2.585005 0
2 2.589027 0
3 2.591947 0
3 2.595052 0
2 2.598322 0
3 2.601128 0
2 2.603494 0
3 2.605446 0
3 2.607616 0
2 2.609985 0
2 2.611313 0
3 2.611668 0
3 2.612337 0
3 2.613905 0
3 2.616308 0
3 2.619481 0
3 2.623365 0
3 2.627902 0
3 2.633034 0
3 2.638710 0
3 2.644877 0
3 2.651488 0
3 2.658495 0
3 2.665854 0
3 2.673523 0
3 2.681462 0
3 2.689634 0
3 2.698002 0
2 2.705922 0
3 2.712797 0
3 2.719290 0
2 2.725413 0
3 2.730566 0
3 2.735413 0
3 2.740572 0
3 2.746010 0
3 2.751694 0
3 2.757594 0
3 2.763681 0
3 2.769926 0
3 2.776304 0
3 2.782789 0
3 2.789360 0
3 2.795993 0
3 2.802669 0
3 2.809368 0
3 2.816073 0
3 2.822766 0
3 2.829432 0
3 2.836056 0
3 2.842626 0
3 2.849129 0
3 2.855553 0
3 2.861890 0
3 2.868128 0
3 2.874260 0
3 2.880277 0
3 2.886174 0
3 2.891944 0
3 2.897581 0
3 2.903082 0
2 2.907831 0
2 2.910650 0
2 2.911053 0
2 2.909207 0
2 2.905269 0
3 2.900003 0
2 2.894123 0
2 2.887074 0
2 2.878346 0
2 2.868074 0
2 2.856389 0
3 2.844026 0
3 2.832282 0
3 2.821753 0
3 2.812382 0
2 2.803501 0
2 2.793880 0
3 2.783591 0
2 2.773317 0
3 2.763081 0
3 2.753515 0
3 2.745208 0
3 2.738091 0
3 2.732102 0
3 2.727178 0
3 2.723257 0
3 2.720280 0
3 2.718189 0
3 2.716930 0
2 2.715838 0
2 2.713684 0
3 2.710547 0
2 2.707112 0
2 2.702797 0
2 2.697063 0
2 2.690023 0
3 2.682393 0
2 2.674841 0
3 2.667380 0
3 2.660633 0
3 2.655177 0
3 2.650936 0
3 2.647838 0
3 2.645812 0
2 2.644178 0
3 2.642305 0
3 2.640823 0
3 2.640319 0
2 2.640117 0
3 2.639587 0
2 2.638753 0
2 2.637028 0
2 2.633867 0
2 2.629376 0
2 2.623659 0
2 2.616812 0
2 2.608931 0
2 2.600104 0
2 2.590420 0
3 2.580569 0
3 2.571808 0
3 2.564692 0
3 2.559126 0
3 2.555018 0
3 2.552277 0
3 2.550816 0
3 2.550551 0
3 2.551401 0
3 2.553287 0
3 2.556133 0
3 2.559866 0
3 2.564417 0
3 2.569718 0
3 2.575705 0
3 2.582317 0
2 2.588883 0
2 2.594173 0
2 2.597650 0
3 2.600040 0
2 2.602022 0
2 2.603009 0
3 2.603067 0
2 2.602870 0
3 2.602436 0
2 2.601781 0
3 2.600923 0
3 2.600487 0
2 2.600446 0
3 2.600163 0
2 2.599655 0
2 2.598328 0
3 2.596243 0
2 2.594067 0
2 2.591200 0
2 2.587088 0
3 2.582435 0
3 2.578511 0
3 2.575883 0
3 2.574471 0
3 2.574193 0
2 2.574364 0
3 2.574341 0
3 2.574748 0
3 2.576165 0
3 2.578518 0
3 2.581738 0
3 2.585758 0
2 2.589902 0
2 2.592932 0
3 2.594918 0
3 2.597147 0
2 2.599594 0
2 2.601021 0
3 2.601494 0
2 2.601687 0
3 2.601618 0
3 2.601916 0
2 2.602555 0
3 2.602900 0
2 2.602970 0
2 2.602174 0
3 2.600574 0
3 2.599447 0
2 2.598766 0
2 2.597280 0
2 2.594440 0
3 2.590953 0
3 2.588094 0
2 2.585826 0
2 2.582894 0
2 2.578742 0
2 2.573462 0
2 2.567146 0
2 2.559880 0
2 2.551746 0
3 2.543435 0
2 2.535588 0
2 2.527582 0
3 2.519449 0
3 2.512436 0
3 2.507093 0
3 2.503320 0
3 2.501018 0
3 2.500090 0
3 2.500446 0
3 2.501996 0
3 2.504654 0
2 2.507729 0
2 2.509963 0
3 2.511410 0
3 2.513340 0
2 2.515715 0
2 2.517278 0
