3 0.000000 0.000000 0.000000 0 0 0
3 -0.000533 -3.000000 -0.000735 0 -3 0
3 -0.001061 -2.999265 -0.001470 0 -2 0
2 -0.005491 -2.998530 -0.001961 0 -2 0
3 -0.005994 -2.998039 -0.002697 0 -2 0
3 -0.006493 -2.997303 -0.003433 0 -2 0
3 -0.006987 -2.996567 -0.004169 0 -2 0
3 -0.007476 -2.995831 -0.004906 0 -2 0
3 -0.007960 -2.995095 -0.005642 0 -2 0
2 -0.012345 -2.994358 -0.006135 0 -2 0
3 -0.012805 -2.993865 -0.006872 0 -2 0
3 -0.013260 -2.993128 -0.007610 0 -2 0
3 -0.013711 -2.992390 -0.008348 0 -2 0
3 -0.014156 -2.991652 -0.009086 0 -2 0
2 -0.018503 -2.990914 -0.009581 0 -2 0
3 -0.018925 -2.990419 -0.010320 0 -2 0
2 -0.023248 -2.989680 -0.010815 0 -2 0
3 -0.023647 -2.989185 -0.011556 0 -2 0
3 -0.024040 -2.988445 -0.012296 0 -2 0
2 -0.028335 -2.987704 -0.012793 0 -2 0
3 -0.028706 -2.987207 -0.013534 0 -2 0
2 -0.032978 -2.986466 -0.014032 0 -2 0
2 -0.037231 -2.985968 -0.014531 0 -2 0
3 -0.037560 -2.985469 -0.015275 0 -2 0
3 -0.037884 -2.984725 -0.016019 0 -2 0
2 -0.042110 -2.983982 -0.016519 0 -2 0
3 -0.042411 -2.983481 -0.017263 0 -2 0
3 -0.042708 -2.982737 -0.018009 0 -2 0
2 -0.046907 -2.981992 -0.018510 0 -2 0
3 -0.047181 -2.981490 -0.019256 0 -2 0
3 -0.047452 -2.980744 -0.020002 0 -2 0
2 -0.051624 -2.979998 -0.020504 0 -2 0
3 -0.051872 -2.979496 -0.021252 0 -2 0
3 -0.052116 -2.978748 -0.021999 0 -2 0
3 -0.052355 -2.978001 -0.022746 0 -2 0
3 -0.052591 -2.977254 -0.023494 0 -2 0
3 -0.052823 -2.976506 -0.024241 0 -2 0
2 -0.056957 -2.975759 -0.024745 0 -2 0
3 -0.057167 -2.975255 -0.025494 0 -2 0
3 -0.057373 -2.974506 -0.026242 0 -2 0
3 -0.057575 -2.973758 -0.026991 0 -2 0
3 -0.057773 -2.973009 -0.027740 0 -2 0
3 -0.057967 -2.972260 -0.028488 0 -2 0
2 -0.062064 -2.971512 -0.028993 0 -2 0
3 -0.062236 -2.971007 -0.029743 0 -2 0
3 -0.062405 -2.970257 -0.030493 0 -2 0
2 -0.066476 -2.969507 -0.030999 0 -2 0
2 -0.070529 -2.969001 -0.031506 0 -2 0
3 -0.070658 -2.968494 -0.032258 0 -2 0
2 -0.074690 -2.967742 -0.032766 0 -2 0
3 -0.074797 -2.967234 -0.033519 0 -2 0
2 -0.078808 -2.966481 -0.034028 0 -2 0
3 -0.078894 -2.965972 -0.034782 0 -2 0
3 -0.078977 -2.965218 -0.035536 0 -2 0
2 -0.082963 -2.964464 -0.036046 0 -2 0
2 -0.086931 -2.963954 -0.036557 0 -2 0
2 -0.090882 -2.963443 -0.037069 0 -2 0
2 -0.094815 -2.962931 -0.037582 0 -2 0
2 -0.098730 -2.962419 -0.038095 0 -2 0
2 -0.102628 -2.961905 -0.038610 0 -2 0
2 -0.106509 -2.961390 -0.039126 0 -2 0
2 -0.110373 -2.960874 -0.039643 0 -2 0
2 -0.114219 -2.960357 -0.040161 0 -2 0
2 -0.118049 -2.959840 -0.040679 0 -2 0
3 -0.117955 -2.959321 -0.041443 0 -2 0
3 -0.117858 -2.958557 -0.042206 0 -2 0
2 -0.121664 -2.957794 -0.042726 0 -2 0
3 -0.121548 -2.957274 -0.043490 0 -2 0
2 -0.125335 -2.956510 -0.044010 0 -2 0
3 -0.125199 -2.955990 -0.044776 0 -2 0
3 -0.125060 -2.955225 -0.045541 0 -2 0
2 -0.128825 -2.954459 -0.046062 0 -2 0
2 -0.132573 -2.953938 -0.046584 0 -2 0
3 -0.132398 -2.953416 -0.047351 0 -2 0
3 -0.132221 -2.952649 -0.048118 0 -2 0
3 -0.132041 -2.951882 -0.048885 0 -2 0
3 -0.131859 -2.951115 -0.049652 0 -2 0
3 -0.131674 -2.950348 -0.050419 0 -2 0
3 -0.131487 -2.949581 -0.051185 0 -2 0
3 -0.131298 -2.948815 -0.051952 0 -2 0
3 -0.131106 -2.948048 -0.052719 0 -2 0
3 -0.130912 -2.947281 -0.053485 0 -2 0
3 -0.130715 -2.946515 -0.054252 0 -2 0
3 -0.130516 -2.945748 -0.055019 0 -2 0
3 -0.130315 -2.944981 -0.055785 0 -2 0
3 -0.130111 -2.944215 -0.056552 0 -2 0
3 -0.129905 -2.943449 -0.057318 0 -2 0
3 -0.129697 -2.942682 -0.058084 0 -2 0
3 -0.129486 -2.941916 -0.058851 0 -2 0
3 -0.129273 -2.941149 -0.059617 0 -2 0
2 -0.132964 -2.940383 -0.060139 0 -2 0
3 -0.132732 -2.939861 -0.060906 0 -2 0
3 -0.132498 -2.939094 -0.061673 0 -2 0
2 -0.136168 -2.938327 -0.062196 0 -2 0
3 -0.135916 -2.937804 -0.062964 0 -2 0
3 -0.135661 -2.937036 -0.063732 0 -2 0
3 -0.135404 -2.936268 -0.064500 0 -2 0
3 -0.135145 -2.935500 -0.065267 0 -2 0
3 -0.134883 -2.934733 -0.066035 0 -2 0
3 -0.134620 -2.933965 -0.066802 0 -2 0
3 -0.134355 -2.933197 -0.067570 0 -2 0
3 -0.134087 -2.932430 -0.068337 0 -2 0
3 -0.133817 -2.931663 -0.069105 0 -2 0
3 -0.133546 -2.930895 -0.069872 0 -2 0
3 -0.133272 -2.930128 -0.070639 0 -2 0
3 -0.132996 -2.929361 -0.071406 0 -2 0
3 -0.132718 -2.928594 -0.072173 0 -2 0
3 -0.132438 -2.927827 -0.072940 0 -2 0
3 -0.132156 -2.927060 -0.073707 0 -2 0
3 -0.131872 -2.926293 -0.074474 0 -2 0
3 -0.131586 -2.925526 -0.075241 0 -2 0
3 -0.131298 -2.924759 -0.076008 0 -2 0
3 -0.131008 -2.923992 -0.076774 0 -2 0
3 -0.130716 -2.923226 -0.077541 0 -2 0
3 -0.130421 -2.922459 -0.078307 0 -2 0
3 -0.130125 -2.921693 -0.079074 0 -2 0
3 -0.129827 -2.920926 -0.079840 0 -2 0
3 -0.129527 -2.920160 -0.080606 0 -2 0
3 -0.129225 -2.919394 -0.081373 0 -2 0
3 -0.128922 -2.918627 -0.082139 0 -2 0
3 -0.128616 -2.917861 -0.082905 0 -2 0
3 -0.128308 -2.917095 -0.083671 0 -2 0
3 -0.127998 -2.916329 -0.084437 0 -2 0
2 -0.131593 -2.915563 -0.084959 0 -2 0
2 -0.135171 -2.915041 -0.085482 0 -2 0
2 -0.138734 -2.914518 -0.086005 0 -2 0
2 -0.142280 -2.913995 -0.086530 0 -2 0
2 -0.145810 -2.913470 -0.087055 0 -2 0
3 -0.145418 -2.912945 -0.087825 0 -2 0
2 -0.148931 -2.912174 -0.088352 0 -2 0
2 -0.152428 -2.911648 -0.088879 0 -2 0
2 -0.155909 -2.911121 -0.089407 0 -2 0
2 -0.159374 -2.910594 -0.089935 0 -2 0
2 -0.162824 -2.910065 -0.090465 0 -2 0
3 -0.162351 -2.909535 -0.091239 0 -2 0
3 -0.161878 -2.908761 -0.092013 0 -2 0
3 -0.161403 -2.907987 -0.092788 0 -2 0
3 -0.160927 -2.907212 -0.093562 0 -2 0
2 -0.164355 -2.906439 -0.094091 0 -2 0
2 -0.167769 -2.905909 -0.094622 0 -2 0
3 -0.167260 -2.905378 -0.095398 0 -2 0
2 -0.170657 -2.904602 -0.095929 0 -2 0
3 -0.170131 -2.904071 -0.096706 0 -2 0
3 -0.169605 -2.903295 -0.097482 0 -2 0
3 -0.169078 -2.902518 -0.098258 0 -2 0
3 -0.168549 -2.901742 -0.099033 0 -2 0
3 -0.168019 -2.900967 -0.099809 0 -2 0
3 -0.167489 -2.900191 -0.100585 0 -2 0
3 -0.166957 -2.899415 -0.101360 0 -2 0
3 -0.166424 -2.898640 -0.102136 0 -2 0
3 -0.165890 -2.897864 -0.102911 0 -2 0
3 -0.165355 -2.897089 -0.103686 0 -2 0
2 -0.168725 -2.896314 -0.104217 0 -2 0
2 -0.172080 -2.895783 -0.104749 0 -2 0
3 -0.171513 -2.895251 -0.105525 0 -2 0
2 -0.174851 -2.894475 -0.106058 0 -2 0
2 -0.178175 -2.893942 -0.106591 0 -2 0
2 -0.181483 -2.893409 -0.107125 0 -2 0
2 -0.184776 -2.892875 -0.107660 0 -2 0
3 -0.184148 -2.892340 -0.108440 0 -2 0
2 -0.187425 -2.891560 -0.108976 0 -2 0
3 -0.186781 -2.891024 -0.109756 0 -2 0
3 -0.186136 -2.890244 -0.110536 0 -2 0
3 -0.185491 -2.889464 -0.111316 0 -2 0
3 -0.184845 -2.888684 -0.112096 0 -2 0
3 -0.184198 -2.887904 -0.112876 0 -2 0
3 -0.183551 -2.887125 -0.113655 0 -2 0
2 -0.186809 -2.886345 -0.114191 0 -2 0
3 -0.186146 -2.885809 -0.114971 0 -2 0
3 -0.185483 -2.885029 -0.115751 0 -2 0
3 -0.184819 -2.884249 -0.116530 0 -2 0
2 -0.188060 -2.883470 -0.117066 0 -2 0
3 -0.187381 -2.882934 -0.117847 0 -2 0
2 -0.190607 -2.882153 -0.118383 0 -2 0
2 -0.193819 -2.881617 -0.118920 0 -2 0
2 -0.197015 -2.881080 -0.119458 0 -2 0
2 -0.200197 -2.880542 -0.119997 0 -2 0
